,EventId,Type,Severity,StartTime(UTC),EndTime(UTC),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode,LocalTimeStart,LocalTimeEnd
11795,W-11798,Rain,Light,2020-01-03 02:17:00,2020-01-03 02:53:00,US/Central,KBTR,30.5378,-91.1468,Baton Rouge,East Baton Rouge,LA,70807.0,2020-01-02 20:17:00,2020-01-02 20:53:00
11796,W-11799,Rain,Moderate,2020-01-03 02:53:00,2020-01-03 03:53:00,US/Central,KBTR,30.5378,-91.1468,Baton Rouge,East Baton Rouge,LA,70807.0,2020-01-02 20:53:00,2020-01-02 21:53:00
11797,W-11800,Rain,Light,2020-01-03 03:53:00,2020-01-03 04:53:00,US/Central,KBTR,30.5378,-91.1468,Baton Rouge,East Baton Rouge,LA,70807.0,2020-01-02 21:53:00,2020-01-02 22:53:00
11798,W-11801,Rain,Light,2020-01-03 06:53:00,2020-01-03 09:53:00,US/Central,KBTR,30.5378,-91.1468,Baton Rouge,East Baton Rouge,LA,70807.0,2020-01-03 00:53:00,2020-01-03 03:53:00
11799,W-11802,Rain,Light,2020-01-03 10:53:00,2020-01-03 12:53:00,US/Central,KBTR,30.5378,-91.1468,Baton Rouge,East Baton Rouge,LA,70807.0,2020-01-03 04:53:00,2020-01-03 06:53:00
11800,W-11803,Rain,Light,2020-01-03 13:53:00,2020-01-03 16:22:00,US/Central,KBTR,30.5378,-91.1468,Baton Rouge,East Baton Rouge,LA,70807.0,2020-01-03 07:53:00,2020-01-03 10:22:00
11801,W-11804,Rain,Moderate,2020-01-03 16:53:00,2020-01-03 17:23:00,US/Central,KBTR,30.5378,-91.1468,Baton Rouge,East Baton Rouge,LA,70807.0,2020-01-03 10:53:00,2020-01-03 11:23:00
11802,W-11805,Rain,Light,2020-01-03 17:23:00,2020-01-03 20:53:00,US/Central,KBTR,30.5378,-91.1468,Baton Rouge,East Baton Rouge,LA,70807.0,2020-01-03 11:23:00,2020-01-03 14:53:00
23261,W-23273,Snow,Light,2020-01-04 13:30:00,2020-01-04 13:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-04 08:30:00,2020-01-04 08:53:00
23262,W-23274,Snow,Light,2020-01-04 19:53:00,2020-01-04 20:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-04 14:53:00,2020-01-04 15:53:00
23263,W-23275,Snow,Light,2020-01-04 23:53:00,2020-01-05 04:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-04 18:53:00,2020-01-04 23:53:00
23264,W-23276,Snow,Light,2020-01-05 17:51:00,2020-01-05 18:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-05 12:51:00,2020-01-05 13:53:00
23265,W-23277,Snow,Light,2020-01-05 19:10:00,2020-01-05 19:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-05 14:10:00,2020-01-05 14:53:00
23266,W-23278,Snow,Light,2020-01-05 20:53:00,2020-01-05 22:49:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-05 15:53:00,2020-01-05 17:49:00
23267,W-23279,Snow,Moderate,2020-01-05 22:49:00,2020-01-05 23:20:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-05 17:49:00,2020-01-05 18:20:00
23268,W-23280,Snow,Light,2020-01-05 23:20:00,2020-01-05 23:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-05 18:20:00,2020-01-05 18:53:00
23269,W-23281,Snow,Moderate,2020-01-05 23:53:00,2020-01-06 00:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-05 18:53:00,2020-01-05 19:53:00
23270,W-23282,Snow,Light,2020-01-07 18:37:00,2020-01-07 19:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-07 13:37:00,2020-01-07 14:53:00
23271,W-23283,Snow,Light,2020-01-07 23:53:00,2020-01-08 02:53:00,US/Eastern,KGRR,42.8808,-85.5228,Grand Rapids,Kent,MI,49512.0,2020-01-07 18:53:00,2020-01-07 21:53:00
38122,W-38134,Rain,Light,2020-01-04 09:53:00,2020-01-04 10:53:00,US/Central,KRVS,36.0425,-95.99,Tulsa,Tulsa,OK,74132.0,2020-01-04 03:53:00,2020-01-04 04:53:00
48338,W-48356,Rain,Light,2020-01-02 17:35:00,2020-01-02 17:55:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-02 12:35:00,2020-01-02 12:55:00
48339,W-48357,Rain,Light,2020-01-02 18:15:00,2020-01-02 22:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-02 13:15:00,2020-01-02 17:15:00
48340,W-48358,Rain,Light,2020-01-03 02:15:00,2020-01-03 03:55:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-02 21:15:00,2020-01-02 22:55:00
48341,W-48359,Rain,Light,2020-01-03 04:35:00,2020-01-03 05:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-02 23:35:00,2020-01-03 00:35:00
48342,W-48360,Rain,Light,2020-01-03 07:15:00,2020-01-03 08:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 02:15:00,2020-01-03 03:15:00
48343,W-48361,Rain,Light,2020-01-03 08:55:00,2020-01-03 09:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 03:55:00,2020-01-03 04:15:00
48344,W-48362,Rain,Light,2020-01-03 10:55:00,2020-01-03 11:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 05:55:00,2020-01-03 06:15:00
48345,W-48363,Rain,Light,2020-01-03 11:35:00,2020-01-03 12:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 06:35:00,2020-01-03 07:15:00
48346,W-48364,Rain,Light,2020-01-03 12:55:00,2020-01-03 13:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 07:55:00,2020-01-03 08:35:00
48347,W-48365,Rain,Light,2020-01-03 15:15:00,2020-01-03 15:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 10:15:00,2020-01-03 10:35:00
48348,W-48366,Rain,Light,2020-01-03 21:35:00,2020-01-03 22:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 16:35:00,2020-01-03 17:35:00
48349,W-48367,Rain,Light,2020-01-03 22:55:00,2020-01-03 23:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 17:55:00,2020-01-03 18:35:00
48350,W-48368,Rain,Moderate,2020-01-03 23:35:00,2020-01-04 00:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 18:35:00,2020-01-03 19:15:00
48351,W-48369,Rain,Light,2020-01-04 00:15:00,2020-01-04 00:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 19:15:00,2020-01-03 19:35:00
48352,W-48370,Rain,Moderate,2020-01-04 00:35:00,2020-01-04 01:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 19:35:00,2020-01-03 20:35:00
48353,W-48371,Rain,Heavy,2020-01-04 01:35:00,2020-01-04 02:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 20:35:00,2020-01-03 21:15:00
48354,W-48372,Rain,Light,2020-01-04 02:15:00,2020-01-04 06:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-03 21:15:00,2020-01-04 01:35:00
48355,W-48373,Rain,Light,2020-01-04 06:55:00,2020-01-04 10:35:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-04 01:55:00,2020-01-04 05:35:00
48356,W-48374,Rain,Light,2020-01-04 11:55:00,2020-01-04 12:55:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-04 06:55:00,2020-01-04 07:55:00
48357,W-48375,Rain,Light,2020-01-04 13:15:00,2020-01-04 14:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-04 08:15:00,2020-01-04 09:15:00
48358,W-48376,Rain,Light,2020-01-04 14:35:00,2020-01-04 14:55:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-04 09:35:00,2020-01-04 09:55:00
48359,W-48377,Rain,Light,2020-01-04 22:15:00,2020-01-04 22:55:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-04 17:15:00,2020-01-04 17:55:00
48360,W-48378,Rain,Light,2020-01-05 00:55:00,2020-01-05 01:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-04 19:55:00,2020-01-04 20:15:00
48361,W-48379,Rain,Light,2020-01-07 16:35:00,2020-01-07 18:15:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-07 11:35:00,2020-01-07 13:15:00
48362,W-48380,Rain,Light,2020-01-07 18:35:00,2020-01-07 18:55:00,US/Eastern,KTTA,35.5825,-79.1014,Sanford,Lee,NC,27330.0,2020-01-07 13:35:00,2020-01-07 13:55:00
56890,W-56910,Rain,Light,2020-01-04 00:54:00,2020-01-04 01:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-03 19:54:00,2020-01-03 20:54:00
56891,W-56911,Rain,Light,2020-01-04 08:54:00,2020-01-04 09:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 03:54:00,2020-01-04 04:54:00
56892,W-56912,Rain,Light,2020-01-04 12:51:00,2020-01-04 13:29:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 07:51:00,2020-01-04 08:29:00
56893,W-56913,Fog,Severe,2020-01-04 13:29:00,2020-01-04 13:50:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 08:29:00,2020-01-04 08:50:00
56894,W-56914,Rain,Light,2020-01-04 13:50:00,2020-01-04 15:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 08:50:00,2020-01-04 10:54:00
56895,W-56915,Fog,Severe,2020-01-04 15:54:00,2020-01-04 16:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 10:54:00,2020-01-04 11:54:00
56896,W-56916,Rain,Light,2020-01-04 16:54:00,2020-01-04 18:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 11:54:00,2020-01-04 13:54:00
56897,W-56917,Fog,Severe,2020-01-04 18:54:00,2020-01-04 19:24:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 13:54:00,2020-01-04 14:24:00
56898,W-56918,Rain,Light,2020-01-04 19:24:00,2020-01-04 19:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 14:24:00,2020-01-04 14:54:00
56899,W-56919,Fog,Severe,2020-01-04 19:54:00,2020-01-05 03:25:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 14:54:00,2020-01-04 22:25:00
56900,W-56920,Rain,Light,2020-01-05 04:54:00,2020-01-05 05:31:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-04 23:54:00,2020-01-05 00:31:00
56901,W-56921,Snow,Light,2020-01-05 06:54:00,2020-01-05 08:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-05 01:54:00,2020-01-05 03:54:00
56902,W-56922,Snow,Light,2020-01-06 13:45:00,2020-01-06 15:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-06 08:45:00,2020-01-06 10:54:00
56903,W-56923,Snow,Light,2020-01-06 16:01:00,2020-01-06 18:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-06 11:01:00,2020-01-06 13:54:00
56904,W-56924,Snow,Light,2020-01-06 19:54:00,2020-01-06 20:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-06 14:54:00,2020-01-06 15:54:00
56905,W-56925,Snow,Light,2020-01-08 04:54:00,2020-01-08 05:54:00,US/Eastern,KORH,42.2706,-71.8731,Worcester,Worcester,MA,1602.0,2020-01-07 23:54:00,2020-01-08 00:54:00
62037,W-62057,Snow,Light,2020-01-05 19:55:00,2020-01-05 20:15:00,US/Eastern,KFPK,42.5764,-84.8124,Charlotte,Eaton,MI,48813.0,2020-01-05 14:55:00,2020-01-05 15:15:00
62038,W-62058,Snow,Light,2020-01-05 22:15:00,2020-01-05 22:55:00,US/Eastern,KFPK,42.5764,-84.8124,Charlotte,Eaton,MI,48813.0,2020-01-05 17:15:00,2020-01-05 17:55:00
62039,W-62059,Snow,Light,2020-01-05 23:15:00,2020-01-06 00:35:00,US/Eastern,KFPK,42.5764,-84.8124,Charlotte,Eaton,MI,48813.0,2020-01-05 18:15:00,2020-01-05 19:35:00
62040,W-62060,Snow,Light,2020-01-07 19:55:00,2020-01-07 20:35:00,US/Eastern,KFPK,42.5764,-84.8124,Charlotte,Eaton,MI,48813.0,2020-01-07 14:55:00,2020-01-07 15:35:00
62041,W-62061,Snow,Light,2020-01-08 00:35:00,2020-01-08 01:15:00,US/Eastern,KFPK,42.5764,-84.8124,Charlotte,Eaton,MI,48813.0,2020-01-07 19:35:00,2020-01-07 20:15:00
62042,W-62062,Snow,Light,2020-01-08 01:55:00,2020-01-08 02:55:00,US/Eastern,KFPK,42.5764,-84.8124,Charlotte,Eaton,MI,48813.0,2020-01-07 20:55:00,2020-01-07 21:55:00
62043,W-62063,Snow,Light,2020-01-08 03:15:00,2020-01-08 03:55:00,US/Eastern,KFPK,42.5764,-84.8124,Charlotte,Eaton,MI,48813.0,2020-01-07 22:15:00,2020-01-07 22:55:00
76208,W-76229,Rain,Light,2020-01-01 12:56:00,2020-01-01 13:56:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-01 05:56:00,2020-01-01 06:56:00
76209,W-76230,Rain,Light,2020-01-01 16:56:00,2020-01-01 19:29:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-01 09:56:00,2020-01-01 12:29:00
76210,W-76231,Rain,Light,2020-01-01 19:56:00,2020-01-01 20:56:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-01 12:56:00,2020-01-01 13:56:00
76211,W-76232,Rain,Light,2020-01-01 22:34:00,2020-01-01 23:42:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-01 15:34:00,2020-01-01 16:42:00
76212,W-76233,Snow,Light,2020-01-02 01:21:00,2020-01-02 03:41:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-01 18:21:00,2020-01-01 20:41:00
76213,W-76234,Rain,Light,2020-01-02 20:35:00,2020-01-02 21:14:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-02 13:35:00,2020-01-02 14:14:00
76214,W-76235,Snow,Light,2020-01-02 21:14:00,2020-01-02 21:32:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-02 14:14:00,2020-01-02 14:32:00
76215,W-76236,Snow,Light,2020-01-03 04:05:00,2020-01-03 07:56:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-02 21:05:00,2020-01-03 00:56:00
76216,W-76237,Snow,Light,2020-01-03 19:20:00,2020-01-03 19:56:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-03 12:20:00,2020-01-03 12:56:00
76217,W-76238,Storm,Severe,2020-01-05 05:56:00,2020-01-05 06:46:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-04 22:56:00,2020-01-04 23:46:00
76218,W-76239,Snow,Light,2020-01-05 06:46:00,2020-01-05 06:56:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-04 23:46:00,2020-01-04 23:56:00
76219,W-76240,Storm,Severe,2020-01-05 06:56:00,2020-01-05 07:06:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-04 23:56:00,2020-01-05 00:06:00
76220,W-76241,Snow,Light,2020-01-05 07:06:00,2020-01-05 07:37:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-05 00:06:00,2020-01-05 00:37:00
76221,W-76242,Storm,Severe,2020-01-05 07:37:00,2020-01-05 07:54:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-05 00:37:00,2020-01-05 00:54:00
76222,W-76243,Snow,Light,2020-01-05 07:54:00,2020-01-05 08:04:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-05 00:54:00,2020-01-05 01:04:00
76223,W-76244,Storm,Severe,2020-01-05 08:04:00,2020-01-05 08:07:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-05 01:04:00,2020-01-05 01:07:00
76224,W-76245,Snow,Light,2020-01-05 08:07:00,2020-01-05 08:56:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-05 01:07:00,2020-01-05 01:56:00
76225,W-76246,Storm,Severe,2020-01-06 18:56:00,2020-01-06 19:48:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-06 11:56:00,2020-01-06 12:48:00
76226,W-76247,Snow,Light,2020-01-06 19:56:00,2020-01-06 20:56:00,US/Mountain,KDIK,46.7973,-102.8019,Dickinson,Stark,ND,58601.0,2020-01-06 12:56:00,2020-01-06 13:56:00
94795,W-94817,Snow,Light,2019-12-31 13:56:00,2020-01-01 11:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2019-12-31 08:56:00,2020-01-01 06:56:00
94796,W-94818,Snow,Light,2020-01-01 15:11:00,2020-01-01 17:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-01 10:11:00,2020-01-01 12:56:00
94797,W-94819,Rain,Light,2020-01-03 12:51:00,2020-01-03 18:41:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-03 07:51:00,2020-01-03 13:41:00
94798,W-94820,Rain,Light,2020-01-03 18:56:00,2020-01-03 20:24:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-03 13:56:00,2020-01-03 15:24:00
94799,W-94821,Fog,Severe,2020-01-03 20:24:00,2020-01-04 00:35:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-03 15:24:00,2020-01-03 19:35:00
94800,W-94822,Rain,Light,2020-01-04 00:35:00,2020-01-04 01:15:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-03 19:35:00,2020-01-03 20:15:00
94801,W-94823,Fog,Severe,2020-01-04 01:15:00,2020-01-04 02:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-03 20:15:00,2020-01-03 21:56:00
94802,W-94824,Rain,Light,2020-01-04 02:56:00,2020-01-04 03:16:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-03 21:56:00,2020-01-03 22:16:00
94803,W-94825,Fog,Severe,2020-01-04 03:16:00,2020-01-04 03:29:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-03 22:16:00,2020-01-03 22:29:00
94804,W-94826,Rain,Light,2020-01-04 03:29:00,2020-01-04 12:19:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-03 22:29:00,2020-01-04 07:19:00
94805,W-94827,Fog,Severe,2020-01-04 12:19:00,2020-01-04 12:36:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 07:19:00,2020-01-04 07:36:00
94806,W-94828,Rain,Light,2020-01-04 12:36:00,2020-01-04 12:53:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 07:36:00,2020-01-04 07:53:00
94807,W-94829,Snow,Light,2020-01-04 14:32:00,2020-01-04 14:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 09:32:00,2020-01-04 09:56:00
94808,W-94830,Fog,Severe,2020-01-04 16:00:00,2020-01-04 16:40:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 11:00:00,2020-01-04 11:40:00
94809,W-94831,Snow,Light,2020-01-04 17:48:00,2020-01-04 18:45:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 12:48:00,2020-01-04 13:45:00
94810,W-94832,Snow,Light,2020-01-04 18:56:00,2020-01-04 20:30:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 13:56:00,2020-01-04 15:30:00
94811,W-94833,Snow,Light,2020-01-04 21:47:00,2020-01-04 23:23:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 16:47:00,2020-01-04 18:23:00
94812,W-94834,Snow,Light,2020-01-04 23:56:00,2020-01-05 01:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 18:56:00,2020-01-04 20:56:00
94813,W-94835,Snow,Light,2020-01-05 02:03:00,2020-01-05 02:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-04 21:03:00,2020-01-04 21:56:00
94814,W-94836,Snow,Light,2020-01-05 05:40:00,2020-01-05 17:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-05 00:40:00,2020-01-05 12:56:00
94815,W-94837,Snow,Light,2020-01-05 18:29:00,2020-01-05 19:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-05 13:29:00,2020-01-05 14:56:00
94816,W-94838,Snow,Light,2020-01-05 22:56:00,2020-01-06 08:48:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-05 17:56:00,2020-01-06 03:48:00
94817,W-94839,Snow,Light,2020-01-06 10:56:00,2020-01-06 13:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-06 05:56:00,2020-01-06 08:56:00
94818,W-94840,Snow,Light,2020-01-06 15:18:00,2020-01-06 15:56:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-06 10:18:00,2020-01-06 10:56:00
94819,W-94841,Snow,Light,2020-01-08 02:56:00,2020-01-08 04:42:00,US/Eastern,KJHW,42.1534,-79.258,Jamestown,Chautauqua,NY,14701.0,2020-01-07 21:56:00,2020-01-07 23:42:00
98311,W-98333,Snow,Light,2020-01-02 10:53:00,2020-01-02 11:44:00,US/Central,KAXN,45.868,-95.39399999999999,Alexandria,Douglas,MN,56308.0,2020-01-02 04:53:00,2020-01-02 05:44:00
98312,W-98334,Snow,Light,2020-01-03 15:04:00,2020-01-03 17:53:00,US/Central,KAXN,45.868,-95.39399999999999,Alexandria,Douglas,MN,56308.0,2020-01-03 09:04:00,2020-01-03 11:53:00
98313,W-98335,Snow,Light,2020-01-03 18:22:00,2020-01-03 18:53:00,US/Central,KAXN,45.868,-95.39399999999999,Alexandria,Douglas,MN,56308.0,2020-01-03 12:22:00,2020-01-03 12:53:00
98314,W-98336,Fog,Severe,2020-01-03 18:53:00,2020-01-03 19:05:00,US/Central,KAXN,45.868,-95.39399999999999,Alexandria,Douglas,MN,56308.0,2020-01-03 12:53:00,2020-01-03 13:05:00
