,EventId,Type,Severity,StartTime(UTC),EndTime(UTC),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode,LocalTimeStart,LocalTimeEnd
439895,W-439986,Snow,Light,2020-01-01 14:36:00,2020-01-01 17:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-01 07:36:00,2020-01-01 10:53:00
439896,W-439987,Snow,Moderate,2020-01-01 17:53:00,2020-01-01 18:10:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-01 10:53:00,2020-01-01 11:10:00
439897,W-439988,Snow,Light,2020-01-01 18:10:00,2020-01-01 18:36:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-01 11:10:00,2020-01-01 11:36:00
439898,W-439989,Snow,Moderate,2020-01-01 18:36:00,2020-01-01 18:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-01 11:36:00,2020-01-01 11:53:00
439899,W-439990,Snow,Moderate,2020-01-01 19:14:00,2020-01-01 19:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-01 12:14:00,2020-01-01 12:53:00
439900,W-439991,Snow,Heavy,2020-01-01 19:53:00,2020-01-01 19:59:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-01 12:53:00,2020-01-01 12:59:00
439901,W-439992,Snow,Light,2020-01-01 19:59:00,2020-01-01 20:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-01 12:59:00,2020-01-01 13:53:00
439902,W-439993,Snow,Light,2020-01-01 22:13:00,2020-01-01 22:47:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-01 15:13:00,2020-01-01 15:47:00
439903,W-439994,Fog,Severe,2020-01-04 07:08:00,2020-01-04 09:45:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-04 00:08:00,2020-01-04 02:45:00
439904,W-439995,Fog,Severe,2020-01-04 09:53:00,2020-01-04 10:07:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-04 02:53:00,2020-01-04 03:07:00
439905,W-439996,Fog,Severe,2020-01-04 12:49:00,2020-01-04 13:19:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-04 05:49:00,2020-01-04 06:19:00
439906,W-439997,Fog,Severe,2020-01-05 07:29:00,2020-01-05 07:37:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-05 00:29:00,2020-01-05 00:37:00
439907,W-439998,Snow,Light,2020-01-05 17:53:00,2020-01-05 22:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-05 10:53:00,2020-01-05 15:53:00
439908,W-439999,Fog,Moderate,2020-01-07 16:51:00,2020-01-08 01:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2020-01-07 09:51:00,2020-01-07 18:53:00
467778,W-467880,Snow,Light,2020-01-03 13:55:00,2020-01-03 16:55:00,US/Central,KMJQ,43.6496,-94.9884,Jackson,Jackson,MN,56143.0,2020-01-03 07:55:00,2020-01-03 10:55:00
467779,W-467881,Snow,Moderate,2020-01-03 18:55:00,2020-01-03 19:55:00,US/Central,KMJQ,43.6496,-94.9884,Jackson,Jackson,MN,56143.0,2020-01-03 12:55:00,2020-01-03 13:55:00
467780,W-467882,Snow,Light,2020-01-03 21:55:00,2020-01-04 00:55:00,US/Central,KMJQ,43.6496,-94.9884,Jackson,Jackson,MN,56143.0,2020-01-03 15:55:00,2020-01-03 18:55:00
467781,W-467883,Rain,Light,2020-01-04 00:55:00,2020-01-04 01:55:00,US/Central,KMJQ,43.6496,-94.9884,Jackson,Jackson,MN,56143.0,2020-01-03 18:55:00,2020-01-03 19:55:00
580538,W-580677,Rain,Light,2020-01-01 04:50:00,2020-01-01 05:38:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-12-31 23:50:00,2020-01-01 00:38:00
580539,W-580678,Snow,Light,2020-01-01 06:04:00,2020-01-01 06:43:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-01 01:04:00,2020-01-01 01:43:00
580540,W-580679,Fog,Moderate,2020-01-03 14:53:00,2020-01-03 17:47:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-03 09:53:00,2020-01-03 12:47:00
580541,W-580680,Fog,Moderate,2020-01-03 18:53:00,2020-01-03 19:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-03 13:53:00,2020-01-03 14:53:00
580542,W-580681,Fog,Moderate,2020-01-03 20:53:00,2020-01-03 22:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-03 15:53:00,2020-01-03 17:53:00
580543,W-580682,Fog,Moderate,2020-01-04 15:53:00,2020-01-04 16:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-04 10:53:00,2020-01-04 11:53:00
580544,W-580683,Rain,Light,2020-01-04 16:53:00,2020-01-04 17:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-04 11:53:00,2020-01-04 12:53:00
580545,W-580684,Snow,Light,2020-01-04 18:14:00,2020-01-04 19:13:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-04 13:14:00,2020-01-04 14:13:00
580546,W-580685,Snow,Light,2020-01-05 03:53:00,2020-01-05 04:18:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-04 22:53:00,2020-01-04 23:18:00
580547,W-580686,Snow,Light,2020-01-05 05:27:00,2020-01-05 05:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-05 00:27:00,2020-01-05 00:53:00
580548,W-580687,Snow,Light,2020-01-05 20:30:00,2020-01-05 21:14:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-05 15:30:00,2020-01-05 16:14:00
580549,W-580688,Snow,Moderate,2020-01-05 21:14:00,2020-01-05 21:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-05 16:14:00,2020-01-05 16:53:00
580550,W-580689,Snow,Light,2020-01-07 22:53:00,2020-01-07 23:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-07 17:53:00,2020-01-07 18:53:00
580551,W-580690,Snow,Light,2020-01-08 04:09:00,2020-01-08 04:21:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-07 23:09:00,2020-01-07 23:21:00
580552,W-580691,Snow,Moderate,2020-01-08 04:21:00,2020-01-08 05:13:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2020-01-07 23:21:00,2020-01-08 00:13:00
599952,W-600095,Snow,Light,2020-01-01 16:27:00,2020-01-01 17:18:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-01 09:27:00,2020-01-01 10:18:00
599953,W-600096,Snow,Moderate,2020-01-01 17:18:00,2020-01-01 17:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-01 10:18:00,2020-01-01 10:53:00
599954,W-600097,Snow,Heavy,2020-01-01 17:53:00,2020-01-01 18:10:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-01 10:53:00,2020-01-01 11:10:00
599955,W-600098,Snow,Light,2020-01-01 18:10:00,2020-01-01 18:27:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-01 11:10:00,2020-01-01 11:27:00
599956,W-600099,Snow,Moderate,2020-01-01 18:27:00,2020-01-01 18:59:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-01 11:27:00,2020-01-01 11:59:00
599957,W-600100,Snow,Light,2020-01-01 18:59:00,2020-01-01 20:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-01 11:59:00,2020-01-01 13:53:00
599958,W-600101,Snow,Light,2020-01-02 02:17:00,2020-01-02 02:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-01 19:17:00,2020-01-01 19:53:00
599959,W-600102,Snow,Light,2020-01-02 09:46:00,2020-01-02 10:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-02 02:46:00,2020-01-02 03:53:00
599960,W-600103,Fog,Severe,2020-01-06 03:49:00,2020-01-06 10:31:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-05 20:49:00,2020-01-06 03:31:00
599961,W-600104,Fog,Severe,2020-01-06 11:05:00,2020-01-06 11:17:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-06 04:05:00,2020-01-06 04:17:00
599962,W-600105,Fog,Severe,2020-01-06 11:33:00,2020-01-06 12:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-06 04:33:00,2020-01-06 05:53:00
599963,W-600106,Fog,Severe,2020-01-06 14:10:00,2020-01-06 14:30:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-06 07:10:00,2020-01-06 07:30:00
599964,W-600107,Fog,Severe,2020-01-06 14:35:00,2020-01-06 16:01:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-06 07:35:00,2020-01-06 09:01:00
599965,W-600108,Snow,Light,2020-01-06 16:01:00,2020-01-06 16:13:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-06 09:01:00,2020-01-06 09:13:00
599966,W-600109,Fog,Severe,2020-01-06 16:51:00,2020-01-06 17:05:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-06 09:51:00,2020-01-06 10:05:00
599967,W-600110,Fog,Severe,2020-01-06 17:09:00,2020-01-06 18:12:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2020-01-06 10:09:00,2020-01-06 11:12:00
602231,W-602374,Storm,Severe,2020-01-03 11:53:00,2020-01-03 12:03:00,US/Central,KPIR,44.3827,-100.286,Pierre,Hughes,SD,57501.0,2020-01-03 05:53:00,2020-01-03 06:03:00
623752,W-623897,Rain,Light,2020-01-02 15:55:00,2020-01-02 21:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-02 10:55:00,2020-01-02 16:35:00
623753,W-623898,Rain,Light,2020-01-02 23:15:00,2020-01-02 23:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-02 18:15:00,2020-01-02 18:35:00
623754,W-623899,Rain,Light,2020-01-03 01:35:00,2020-01-03 03:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-02 20:35:00,2020-01-02 22:55:00
623755,W-623900,Rain,Moderate,2020-01-03 03:55:00,2020-01-03 04:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-02 22:55:00,2020-01-02 23:15:00
623756,W-623901,Rain,Light,2020-01-03 04:15:00,2020-01-03 04:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-02 23:15:00,2020-01-02 23:55:00
623757,W-623902,Rain,Light,2020-01-03 05:15:00,2020-01-03 05:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 00:15:00,2020-01-03 00:35:00
623758,W-623903,Rain,Light,2020-01-03 06:15:00,2020-01-03 07:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 01:15:00,2020-01-03 02:15:00
623759,W-623904,Rain,Light,2020-01-03 07:35:00,2020-01-03 07:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 02:35:00,2020-01-03 02:55:00
623760,W-623905,Fog,Severe,2020-01-03 13:15:00,2020-01-03 16:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 08:15:00,2020-01-03 11:55:00
623761,W-623906,Rain,Light,2020-01-03 16:55:00,2020-01-03 18:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 11:55:00,2020-01-03 13:35:00
623762,W-623907,Rain,Moderate,2020-01-03 18:35:00,2020-01-03 18:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 13:35:00,2020-01-03 13:55:00
623763,W-623908,Rain,Heavy,2020-01-03 18:55:00,2020-01-03 19:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 13:55:00,2020-01-03 14:15:00
623764,W-623909,Rain,Light,2020-01-03 19:15:00,2020-01-03 19:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 14:15:00,2020-01-03 14:35:00
623765,W-623910,Rain,Moderate,2020-01-03 19:35:00,2020-01-03 20:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 14:35:00,2020-01-03 15:15:00
623766,W-623911,Rain,Light,2020-01-03 20:15:00,2020-01-03 21:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 15:15:00,2020-01-03 16:35:00
623767,W-623912,Rain,Light,2020-01-03 22:15:00,2020-01-03 22:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 17:15:00,2020-01-03 17:55:00
623768,W-623913,Rain,Moderate,2020-01-03 22:55:00,2020-01-03 23:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 17:55:00,2020-01-03 18:15:00
623769,W-623914,Rain,Light,2020-01-03 23:15:00,2020-01-03 23:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 18:15:00,2020-01-03 18:35:00
623770,W-623915,Rain,Moderate,2020-01-03 23:35:00,2020-01-04 00:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 18:35:00,2020-01-03 19:15:00
623771,W-623916,Rain,Light,2020-01-04 00:15:00,2020-01-04 00:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 19:15:00,2020-01-03 19:35:00
623772,W-623917,Rain,Light,2020-01-04 01:55:00,2020-01-04 02:35:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 20:55:00,2020-01-03 21:35:00
623773,W-623918,Rain,Light,2020-01-04 04:15:00,2020-01-04 08:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-03 23:15:00,2020-01-04 03:15:00
623774,W-623919,Rain,Light,2020-01-04 08:35:00,2020-01-04 08:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-04 03:35:00,2020-01-04 03:55:00
623775,W-623920,Rain,Light,2020-01-04 10:15:00,2020-01-04 12:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-04 05:15:00,2020-01-04 07:15:00
623776,W-623921,Rain,Light,2020-01-04 12:55:00,2020-01-04 13:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-04 07:55:00,2020-01-04 08:15:00
623777,W-623922,Rain,Light,2020-01-04 19:55:00,2020-01-04 20:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-04 14:55:00,2020-01-04 15:55:00
623778,W-623923,Rain,Light,2020-01-07 13:35:00,2020-01-07 16:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-07 08:35:00,2020-01-07 11:15:00
623779,W-623924,Fog,Severe,2020-01-07 16:35:00,2020-01-07 16:55:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-07 11:35:00,2020-01-07 11:55:00
623780,W-623925,Rain,Light,2020-01-07 16:55:00,2020-01-07 17:15:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2020-01-07 11:55:00,2020-01-07 12:15:00
673222,W-673390,Snow,Light,2019-12-31 22:51:00,2020-01-01 05:43:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-12-31 17:51:00,2020-01-01 00:43:00
673223,W-673391,Snow,Light,2020-01-01 05:51:00,2020-01-01 09:28:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-01 00:51:00,2020-01-01 04:28:00
673224,W-673392,Rain,Light,2020-01-03 03:39:00,2020-01-03 06:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-02 22:39:00,2020-01-03 01:51:00
673225,W-673393,Rain,Moderate,2020-01-03 06:51:00,2020-01-03 08:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-03 01:51:00,2020-01-03 03:51:00
673226,W-673394,Rain,Light,2020-01-03 08:51:00,2020-01-03 16:23:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-03 03:51:00,2020-01-03 11:23:00
673227,W-673395,Rain,Light,2020-01-03 16:51:00,2020-01-04 03:12:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-03 11:51:00,2020-01-03 22:12:00
673228,W-673396,Fog,Severe,2020-01-04 03:12:00,2020-01-04 03:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-03 22:12:00,2020-01-03 22:51:00
673229,W-673397,Rain,Light,2020-01-04 03:51:00,2020-01-04 05:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-03 22:51:00,2020-01-04 00:51:00
673230,W-673398,Fog,Severe,2020-01-04 05:51:00,2020-01-04 07:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-04 00:51:00,2020-01-04 02:51:00
673231,W-673399,Rain,Light,2020-01-04 07:51:00,2020-01-04 10:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-04 02:51:00,2020-01-04 05:51:00
673232,W-673400,Rain,Light,2020-01-04 16:22:00,2020-01-04 16:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-04 11:22:00,2020-01-04 11:51:00
673233,W-673401,Rain,Light,2020-01-04 18:51:00,2020-01-04 23:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-04 13:51:00,2020-01-04 18:51:00
673234,W-673402,Snow,Light,2020-01-05 00:51:00,2020-01-05 01:17:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-04 19:51:00,2020-01-04 20:17:00
673235,W-673403,Snow,Light,2020-01-05 01:51:00,2020-01-05 04:30:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-04 20:51:00,2020-01-04 23:30:00
673236,W-673404,Snow,Light,2020-01-05 06:51:00,2020-01-05 11:14:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-05 01:51:00,2020-01-05 06:14:00
673237,W-673405,Snow,Light,2020-01-05 23:34:00,2020-01-05 23:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-05 18:34:00,2020-01-05 18:51:00
673238,W-673406,Snow,Light,2020-01-06 02:51:00,2020-01-06 03:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2020-01-05 21:51:00,2020-01-05 22:51:00
687177,W-687346,Rain,Light,2020-01-02 16:54:00,2020-01-02 17:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-02 11:54:00,2020-01-02 12:54:00
687178,W-687347,Rain,Light,2020-01-02 18:54:00,2020-01-02 22:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-02 13:54:00,2020-01-02 17:54:00
687179,W-687348,Rain,Light,2020-01-03 01:34:00,2020-01-03 04:35:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-02 20:34:00,2020-01-02 23:35:00
687180,W-687349,Rain,Moderate,2020-01-03 04:35:00,2020-01-03 05:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-02 23:35:00,2020-01-03 00:54:00
687181,W-687350,Rain,Light,2020-01-03 06:54:00,2020-01-03 08:42:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 01:54:00,2020-01-03 03:42:00
687182,W-687351,Fog,Severe,2020-01-03 14:16:00,2020-01-03 17:29:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 09:16:00,2020-01-03 12:29:00
687183,W-687352,Rain,Light,2020-01-03 17:29:00,2020-01-03 19:43:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 12:29:00,2020-01-03 14:43:00
687184,W-687353,Rain,Moderate,2020-01-03 19:43:00,2020-01-03 20:37:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 14:43:00,2020-01-03 15:37:00
687185,W-687354,Rain,Light,2020-01-03 20:37:00,2020-01-03 20:44:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 15:37:00,2020-01-03 15:44:00
687186,W-687355,Rain,Moderate,2020-01-03 20:44:00,2020-01-03 21:45:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 15:44:00,2020-01-03 16:45:00
687187,W-687356,Rain,Light,2020-01-03 21:45:00,2020-01-03 22:18:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 16:45:00,2020-01-03 17:18:00
687188,W-687357,Fog,Severe,2020-01-03 22:18:00,2020-01-03 22:26:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 17:18:00,2020-01-03 17:26:00
687189,W-687358,Rain,Light,2020-01-03 23:26:00,2020-01-03 23:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 18:26:00,2020-01-03 18:54:00
687190,W-687359,Rain,Moderate,2020-01-03 23:54:00,2020-01-04 00:07:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 18:54:00,2020-01-03 19:07:00
687191,W-687360,Rain,Light,2020-01-04 00:07:00,2020-01-04 00:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 19:07:00,2020-01-03 19:54:00
687192,W-687361,Rain,Light,2020-01-04 02:21:00,2020-01-04 02:32:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 21:21:00,2020-01-03 21:32:00
687193,W-687362,Rain,Light,2020-01-04 02:54:00,2020-01-04 03:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-03 21:54:00,2020-01-03 22:54:00
687194,W-687363,Rain,Light,2020-01-04 05:02:00,2020-01-04 05:40:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-04 00:02:00,2020-01-04 00:40:00
687195,W-687364,Fog,Severe,2020-01-04 05:40:00,2020-01-04 05:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-04 00:40:00,2020-01-04 00:54:00
687196,W-687365,Rain,Light,2020-01-04 05:54:00,2020-01-04 08:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-04 00:54:00,2020-01-04 03:54:00
687197,W-687366,Fog,Severe,2020-01-04 08:54:00,2020-01-04 09:06:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-04 03:54:00,2020-01-04 04:06:00
687198,W-687367,Rain,Light,2020-01-04 09:06:00,2020-01-04 09:31:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-04 04:06:00,2020-01-04 04:31:00
687199,W-687368,Fog,Severe,2020-01-04 09:31:00,2020-01-04 10:32:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-04 04:31:00,2020-01-04 05:32:00
687200,W-687369,Rain,Light,2020-01-04 10:32:00,2020-01-04 13:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-04 05:32:00,2020-01-04 08:54:00
687201,W-687370,Rain,Light,2020-01-04 19:58:00,2020-01-04 21:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-04 14:58:00,2020-01-04 16:54:00
687202,W-687371,Rain,Light,2020-01-07 13:54:00,2020-01-07 17:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2020-01-07 08:54:00,2020-01-07 12:54:00
713497,W-713687,Fog,Moderate,2020-01-01 10:53:00,2020-01-01 12:53:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2020-01-01 04:53:00,2020-01-01 06:53:00
713498,W-713688,Fog,Moderate,2020-01-01 13:53:00,2020-01-01 14:53:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2020-01-01 07:53:00,2020-01-01 08:53:00
713499,W-713689,Rain,Light,2020-01-02 06:53:00,2020-01-02 11:22:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2020-01-02 00:53:00,2020-01-02 05:22:00
713500,W-713690,Rain,Light,2020-01-02 11:53:00,2020-01-02 14:16:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2020-01-02 05:53:00,2020-01-02 08:16:00
