,EventId,Type,Severity,StartTime(UTC),EndTime(UTC),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode,LocalTimeStart,LocalTimeEnd
2647993,W-2648799,Rain,Light,2019-01-03 18:26:00,2019-01-03 19:44:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 12:26:00,2019-01-03 13:44:00
2647994,W-2648800,Rain,Light,2019-01-03 20:34:00,2019-01-03 21:21:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 14:34:00,2019-01-03 15:21:00
2647995,W-2648801,Rain,Light,2019-01-03 22:01:00,2019-01-03 22:16:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 16:01:00,2019-01-03 16:16:00
2647996,W-2648802,Rain,Light,2019-01-03 23:38:00,2019-01-03 23:48:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 17:38:00,2019-01-03 17:48:00
2647997,W-2648803,Rain,Light,2019-01-03 23:52:00,2019-01-04 02:56:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 17:52:00,2019-01-03 20:56:00
2647998,W-2648804,Rain,Moderate,2019-01-04 02:56:00,2019-01-04 03:41:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 20:56:00,2019-01-03 21:41:00
2647999,W-2648805,Rain,Light,2019-01-04 03:41:00,2019-01-04 03:51:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 21:41:00,2019-01-03 21:51:00
2648000,W-2648806,Rain,Light,2019-01-04 04:24:00,2019-01-04 05:05:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 22:24:00,2019-01-03 23:05:00
2648001,W-2648807,Rain,Light,2019-01-04 05:12:00,2019-01-04 05:56:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 23:12:00,2019-01-03 23:56:00
2648002,W-2648808,Rain,Moderate,2019-01-04 05:56:00,2019-01-04 06:11:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-03 23:56:00,2019-01-04 00:11:00
2648003,W-2648809,Rain,Light,2019-01-04 06:11:00,2019-01-04 06:56:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 00:11:00,2019-01-04 00:56:00
2648004,W-2648810,Rain,Heavy,2019-01-04 06:56:00,2019-01-04 07:41:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 00:56:00,2019-01-04 01:41:00
2648005,W-2648811,Rain,Light,2019-01-04 07:41:00,2019-01-04 07:56:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 01:41:00,2019-01-04 01:56:00
2648006,W-2648812,Rain,Moderate,2019-01-04 07:56:00,2019-01-04 08:41:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 01:56:00,2019-01-04 02:41:00
2648007,W-2648813,Rain,Light,2019-01-04 08:41:00,2019-01-04 08:56:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 02:41:00,2019-01-04 02:56:00
2648008,W-2648814,Rain,Heavy,2019-01-04 08:56:00,2019-01-04 09:11:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 02:56:00,2019-01-04 03:11:00
2648009,W-2648815,Rain,Light,2019-01-04 09:11:00,2019-01-04 09:56:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 03:11:00,2019-01-04 03:56:00
2648010,W-2648816,Rain,Moderate,2019-01-04 09:56:00,2019-01-04 10:11:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 03:56:00,2019-01-04 04:11:00
2648011,W-2648817,Rain,Light,2019-01-04 10:11:00,2019-01-04 10:41:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 04:11:00,2019-01-04 04:41:00
2648012,W-2648818,Rain,Light,2019-01-05 05:15:00,2019-01-05 05:24:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 23:15:00,2019-01-04 23:24:00
2648013,W-2648819,Rain,Light,2019-01-05 05:31:00,2019-01-05 05:45:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 23:31:00,2019-01-04 23:45:00
2648014,W-2648820,Rain,Light,2019-01-05 05:50:00,2019-01-05 06:07:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-04 23:50:00,2019-01-05 00:07:00
2648015,W-2648821,Rain,Light,2019-01-05 07:31:00,2019-01-05 07:44:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-05 01:31:00,2019-01-05 01:44:00
2648016,W-2648822,Fog,Severe,2019-01-06 12:46:00,2019-01-06 13:06:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-06 06:46:00,2019-01-06 07:06:00
2648017,W-2648823,Fog,Severe,2019-01-07 07:11:00,2019-01-07 07:16:00,US/Central,KMXF,32.3829,-86.3658,Montgomery,Montgomery,AL,36112.0,2019-01-07 01:11:00,2019-01-07 01:16:00
2655751,W-2656562,Rain,Light,2019-01-05 01:35:00,2019-01-05 02:35:00,US/Eastern,KTZR,39.9012,-83.1369,Columbus,Franklin,OH,43228.0,2019-01-04 20:35:00,2019-01-04 21:35:00
2655752,W-2656563,Rain,Moderate,2019-01-05 02:35:00,2019-01-05 03:15:00,US/Eastern,KTZR,39.9012,-83.1369,Columbus,Franklin,OH,43228.0,2019-01-04 21:35:00,2019-01-04 22:15:00
2655753,W-2656564,Rain,Light,2019-01-05 03:15:00,2019-01-05 03:55:00,US/Eastern,KTZR,39.9012,-83.1369,Columbus,Franklin,OH,43228.0,2019-01-04 22:15:00,2019-01-04 22:55:00
2655754,W-2656565,Rain,Moderate,2019-01-05 03:55:00,2019-01-05 04:15:00,US/Eastern,KTZR,39.9012,-83.1369,Columbus,Franklin,OH,43228.0,2019-01-04 22:55:00,2019-01-04 23:15:00
2655755,W-2656566,Rain,Light,2019-01-05 04:15:00,2019-01-05 04:35:00,US/Eastern,KTZR,39.9012,-83.1369,Columbus,Franklin,OH,43228.0,2019-01-04 23:15:00,2019-01-04 23:35:00
2655756,W-2656567,Rain,Moderate,2019-01-05 04:35:00,2019-01-05 05:15:00,US/Eastern,KTZR,39.9012,-83.1369,Columbus,Franklin,OH,43228.0,2019-01-04 23:35:00,2019-01-05 00:15:00
2655757,W-2656568,Rain,Light,2019-01-05 05:15:00,2019-01-05 06:55:00,US/Eastern,KTZR,39.9012,-83.1369,Columbus,Franklin,OH,43228.0,2019-01-05 00:15:00,2019-01-05 01:55:00
2665554,W-2666370,Fog,Severe,2019-01-04 14:20:00,2019-01-04 16:42:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-04 06:20:00,2019-01-04 08:42:00
2665555,W-2666371,Fog,Moderate,2019-01-04 16:42:00,2019-01-04 17:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-04 08:42:00,2019-01-04 09:53:00
2665556,W-2666372,Fog,Severe,2019-01-04 17:53:00,2019-01-04 20:42:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-04 09:53:00,2019-01-04 12:42:00
2665557,W-2666373,Fog,Moderate,2019-01-04 20:42:00,2019-01-05 01:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-04 12:42:00,2019-01-04 17:53:00
2665558,W-2666374,Rain,Light,2019-01-05 16:53:00,2019-01-05 19:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-05 08:53:00,2019-01-05 11:53:00
2665559,W-2666375,Rain,Light,2019-01-05 23:14:00,2019-01-06 01:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-05 15:14:00,2019-01-05 17:53:00
2665560,W-2666376,Rain,Light,2019-01-06 02:53:00,2019-01-06 03:17:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-05 18:53:00,2019-01-05 19:17:00
2665561,W-2666377,Rain,Light,2019-01-06 03:53:00,2019-01-06 04:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-05 19:53:00,2019-01-05 20:53:00
2665562,W-2666378,Rain,Light,2019-01-06 06:53:00,2019-01-06 07:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-05 22:53:00,2019-01-05 23:53:00
2665563,W-2666379,Rain,Light,2019-01-06 16:53:00,2019-01-06 23:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 08:53:00,2019-01-06 15:53:00
2665564,W-2666380,Rain,Moderate,2019-01-06 23:53:00,2019-01-07 00:28:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 15:53:00,2019-01-06 16:28:00
2665565,W-2666381,Rain,Light,2019-01-07 00:28:00,2019-01-07 00:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 16:28:00,2019-01-06 16:53:00
2665566,W-2666382,Storm,Severe,2019-01-07 00:53:00,2019-01-07 01:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 16:53:00,2019-01-06 17:53:00
2665567,W-2666383,Rain,Moderate,2019-01-07 01:53:00,2019-01-07 02:14:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 17:53:00,2019-01-06 18:14:00
2665568,W-2666384,Storm,Severe,2019-01-07 02:14:00,2019-01-07 02:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 18:14:00,2019-01-06 18:53:00
2665569,W-2666385,Rain,Moderate,2019-01-07 02:53:00,2019-01-07 03:30:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 18:53:00,2019-01-06 19:30:00
2665570,W-2666386,Rain,Light,2019-01-07 03:30:00,2019-01-07 05:40:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 19:30:00,2019-01-06 21:40:00
2665571,W-2666387,Rain,Moderate,2019-01-07 05:40:00,2019-01-07 05:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 21:40:00,2019-01-06 21:53:00
2665572,W-2666388,Rain,Heavy,2019-01-07 05:53:00,2019-01-07 06:22:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 21:53:00,2019-01-06 22:22:00
2665573,W-2666389,Rain,Light,2019-01-07 06:22:00,2019-01-07 06:48:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 22:22:00,2019-01-06 22:48:00
2665574,W-2666390,Rain,Moderate,2019-01-07 06:48:00,2019-01-07 07:40:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 22:48:00,2019-01-06 23:40:00
2665575,W-2666391,Rain,Light,2019-01-07 07:40:00,2019-01-07 08:18:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-06 23:40:00,2019-01-07 00:18:00
2665576,W-2666392,Rain,Light,2019-01-08 03:45:00,2019-01-08 04:53:00,US/Pacific,KSMF,38.7007,-121.5948,Sacramento,Sacramento,CA,95837.0,2019-01-07 19:45:00,2019-01-07 20:53:00
2669932,W-2670748,Rain,Light,2019-01-04 15:54:00,2019-01-04 16:52:00,US/Central,KEVV,38.0431,-87.5203,Evansville,Vanderburgh,IN,47711.0,2019-01-04 09:54:00,2019-01-04 10:52:00
2669933,W-2670749,Rain,Moderate,2019-01-04 16:52:00,2019-01-04 17:48:00,US/Central,KEVV,38.0431,-87.5203,Evansville,Vanderburgh,IN,47711.0,2019-01-04 10:52:00,2019-01-04 11:48:00
2669934,W-2670750,Rain,Heavy,2019-01-04 17:48:00,2019-01-04 18:54:00,US/Central,KEVV,38.0431,-87.5203,Evansville,Vanderburgh,IN,47711.0,2019-01-04 11:48:00,2019-01-04 12:54:00
2669935,W-2670751,Rain,Moderate,2019-01-04 18:54:00,2019-01-04 19:54:00,US/Central,KEVV,38.0431,-87.5203,Evansville,Vanderburgh,IN,47711.0,2019-01-04 12:54:00,2019-01-04 13:54:00
2669936,W-2670752,Rain,Light,2019-01-04 19:54:00,2019-01-04 21:54:00,US/Central,KEVV,38.0431,-87.5203,Evansville,Vanderburgh,IN,47711.0,2019-01-04 13:54:00,2019-01-04 15:54:00
2669937,W-2670753,Rain,Light,2019-01-04 21:59:00,2019-01-04 22:54:00,US/Central,KEVV,38.0431,-87.5203,Evansville,Vanderburgh,IN,47711.0,2019-01-04 15:59:00,2019-01-04 16:54:00
2669938,W-2670754,Rain,Light,2019-01-05 01:54:00,2019-01-05 02:54:00,US/Central,KEVV,38.0431,-87.5203,Evansville,Vanderburgh,IN,47711.0,2019-01-04 19:54:00,2019-01-04 20:54:00
2669939,W-2670755,Rain,Light,2019-01-07 16:54:00,2019-01-07 19:54:00,US/Central,KEVV,38.0431,-87.5203,Evansville,Vanderburgh,IN,47711.0,2019-01-07 10:54:00,2019-01-07 13:54:00
2689775,W-2690595,Snow,Light,2019-01-01 04:30:00,2019-01-01 07:53:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2018-12-31 22:30:00,2019-01-01 01:53:00
2689776,W-2690596,Snow,Light,2019-01-02 23:40:00,2019-01-03 01:44:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-02 17:40:00,2019-01-02 19:44:00
2689777,W-2690597,Fog,Severe,2019-01-05 06:02:00,2019-01-05 06:15:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-05 00:02:00,2019-01-05 00:15:00
2689778,W-2690598,Fog,Severe,2019-01-05 07:22:00,2019-01-05 07:34:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-05 01:22:00,2019-01-05 01:34:00
2689779,W-2690599,Fog,Severe,2019-01-05 07:39:00,2019-01-05 08:07:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-05 01:39:00,2019-01-05 02:07:00
2689780,W-2690600,Snow,Light,2019-01-07 02:53:00,2019-01-07 03:53:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-06 20:53:00,2019-01-06 21:53:00
2689781,W-2690601,Snow,Light,2019-01-07 04:53:00,2019-01-07 09:49:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-06 22:53:00,2019-01-07 03:49:00
2689782,W-2690602,Snow,Moderate,2019-01-07 09:49:00,2019-01-07 10:01:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-07 03:49:00,2019-01-07 04:01:00
2689783,W-2690603,Snow,Light,2019-01-07 10:01:00,2019-01-07 13:07:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-07 04:01:00,2019-01-07 07:07:00
2689784,W-2690604,Rain,Light,2019-01-07 13:07:00,2019-01-07 14:53:00,US/Central,KRHI,45.6317,-89.4822,Rhinelander,Oneida,WI,54501.0,2019-01-07 07:07:00,2019-01-07 08:53:00
2724341,W-2725176,Fog,Moderate,2019-01-02 14:53:00,2019-01-02 16:02:00,US/Central,KBRL,40.7729,-91.1254,Burlington,Des Moines,IA,52601.0,2019-01-02 08:53:00,2019-01-02 10:02:00
2724342,W-2725177,Fog,Moderate,2019-01-02 16:17:00,2019-01-02 16:36:00,US/Central,KBRL,40.7729,-91.1254,Burlington,Des Moines,IA,52601.0,2019-01-02 10:17:00,2019-01-02 10:36:00
2724343,W-2725178,Rain,Light,2019-01-07 06:53:00,2019-01-07 14:35:00,US/Central,KBRL,40.7729,-91.1254,Burlington,Des Moines,IA,52601.0,2019-01-07 00:53:00,2019-01-07 08:35:00
2775086,W-2775931,Fog,Severe,2019-01-01 10:53:00,2019-01-01 13:06:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-01 05:53:00,2019-01-01 08:06:00
2775087,W-2775932,Fog,Severe,2019-01-01 13:19:00,2019-01-01 13:38:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-01 08:19:00,2019-01-01 08:38:00
2775088,W-2775933,Fog,Moderate,2019-01-01 13:38:00,2019-01-01 13:53:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-01 08:38:00,2019-01-01 08:53:00
2775089,W-2775934,Fog,Moderate,2019-01-02 11:53:00,2019-01-02 13:53:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-02 06:53:00,2019-01-02 08:53:00
2775090,W-2775935,Fog,Moderate,2019-01-03 11:53:00,2019-01-03 13:53:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-03 06:53:00,2019-01-03 08:53:00
2775091,W-2775936,Fog,Severe,2019-01-04 08:44:00,2019-01-04 08:53:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-04 03:44:00,2019-01-04 03:53:00
2775092,W-2775937,Rain,Light,2019-01-04 22:53:00,2019-01-05 00:53:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-04 17:53:00,2019-01-04 19:53:00
2775093,W-2775938,Rain,Light,2019-01-05 02:51:00,2019-01-05 02:53:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-04 21:51:00,2019-01-04 21:53:00
2775094,W-2775939,Rain,Light,2019-01-05 03:00:00,2019-01-05 03:26:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-04 22:00:00,2019-01-04 22:26:00
2775095,W-2775940,Fog,Moderate,2019-01-07 11:53:00,2019-01-07 12:41:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-07 06:53:00,2019-01-07 07:41:00
2775096,W-2775941,Fog,Severe,2019-01-07 12:41:00,2019-01-07 13:33:00,US/Eastern,KMCO,28.4183,-81.3241,Orlando,Orange,FL,32827.0,2019-01-07 07:41:00,2019-01-07 08:33:00
2780372,W-2781217,Rain,Light,2019-01-02 10:53:00,2019-01-02 14:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-02 04:53:00,2019-01-02 08:53:00
2780373,W-2781218,Rain,Moderate,2019-01-02 14:53:00,2019-01-02 15:14:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-02 08:53:00,2019-01-02 09:14:00
2780374,W-2781219,Rain,Light,2019-01-02 15:14:00,2019-01-02 15:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-02 09:14:00,2019-01-02 09:53:00
2780375,W-2781220,Rain,Moderate,2019-01-02 15:53:00,2019-01-02 16:05:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-02 09:53:00,2019-01-02 10:05:00
2780376,W-2781221,Rain,Light,2019-01-02 16:05:00,2019-01-02 20:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-02 10:05:00,2019-01-02 14:53:00
2780377,W-2781222,Rain,Light,2019-01-02 23:25:00,2019-01-03 00:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-02 17:25:00,2019-01-02 18:53:00
2780378,W-2781223,Rain,Light,2019-01-03 02:53:00,2019-01-03 03:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-02 20:53:00,2019-01-02 21:53:00
2780379,W-2781224,Rain,Light,2019-01-03 04:53:00,2019-01-03 10:41:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-02 22:53:00,2019-01-03 04:41:00
2780380,W-2781225,Rain,Light,2019-01-03 10:53:00,2019-01-03 16:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-03 04:53:00,2019-01-03 10:53:00
2780381,W-2781226,Rain,Light,2019-01-03 17:46:00,2019-01-03 17:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-03 11:46:00,2019-01-03 11:53:00
2780382,W-2781227,Snow,Light,2019-01-03 17:53:00,2019-01-03 18:36:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-03 11:53:00,2019-01-03 12:36:00
2780383,W-2781228,Rain,Light,2019-01-03 18:36:00,2019-01-03 18:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-03 12:36:00,2019-01-03 12:53:00
2780384,W-2781229,Rain,Light,2019-01-03 19:53:00,2019-01-03 20:25:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-03 13:53:00,2019-01-03 14:25:00
2780385,W-2781230,Rain,Light,2019-01-04 04:53:00,2019-01-04 05:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-03 22:53:00,2019-01-03 23:53:00
2780386,W-2781231,Rain,Light,2019-01-04 09:53:00,2019-01-04 10:53:00,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261.0,2019-01-04 03:53:00,2019-01-04 04:53:00
2794726,W-2795576,Snow,Light,2019-01-01 07:56:00,2019-01-01 12:45:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 02:56:00,2019-01-01 07:45:00
2794727,W-2795577,Fog,Severe,2019-01-01 12:45:00,2019-01-01 13:29:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 07:45:00,2019-01-01 08:29:00
2794728,W-2795578,Snow,Light,2019-01-01 13:29:00,2019-01-01 13:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 08:29:00,2019-01-01 08:56:00
2794729,W-2795579,Fog,Severe,2019-01-01 13:56:00,2019-01-01 14:26:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 08:56:00,2019-01-01 09:26:00
2794730,W-2795580,Snow,Light,2019-01-01 14:26:00,2019-01-01 14:46:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 09:26:00,2019-01-01 09:46:00
2794731,W-2795581,Snow,Moderate,2019-01-01 14:46:00,2019-01-01 14:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 09:46:00,2019-01-01 09:56:00
2794732,W-2795582,Fog,Severe,2019-01-01 14:56:00,2019-01-01 16:17:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 09:56:00,2019-01-01 11:17:00
2794733,W-2795583,Snow,Light,2019-01-01 16:17:00,2019-01-01 17:29:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 11:17:00,2019-01-01 12:29:00
2794734,W-2795584,Rain,Light,2019-01-01 17:29:00,2019-01-01 17:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 12:29:00,2019-01-01 12:56:00
2794735,W-2795585,Snow,Light,2019-01-01 18:51:00,2019-01-01 19:16:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 13:51:00,2019-01-01 14:16:00
2794736,W-2795586,Fog,Severe,2019-01-01 19:16:00,2019-01-01 19:20:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 14:16:00,2019-01-01 14:20:00
2794737,W-2795587,Snow,Light,2019-01-01 19:20:00,2019-01-01 21:47:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 14:20:00,2019-01-01 16:47:00
2794738,W-2795588,Snow,Light,2019-01-01 21:56:00,2019-01-02 01:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-01 16:56:00,2019-01-01 20:56:00
2794739,W-2795589,Fog,Severe,2019-01-02 12:35:00,2019-01-02 12:43:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-02 07:35:00,2019-01-02 07:43:00
2794740,W-2795590,Fog,Moderate,2019-01-02 12:43:00,2019-01-02 12:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-02 07:43:00,2019-01-02 07:56:00
2794741,W-2795591,Cold,Severe,2019-01-03 00:56:00,2019-01-03 09:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-02 19:56:00,2019-01-03 04:56:00
2794742,W-2795592,Snow,Light,2019-01-03 10:31:00,2019-01-03 22:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-03 05:31:00,2019-01-03 17:56:00
2794743,W-2795593,Snow,Light,2019-01-04 02:56:00,2019-01-04 04:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-03 21:56:00,2019-01-03 23:56:00
2794744,W-2795594,Snow,Light,2019-01-04 09:56:00,2019-01-04 10:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-04 04:56:00,2019-01-04 05:56:00
2794745,W-2795595,Snow,Light,2019-01-04 11:29:00,2019-01-04 15:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-04 06:29:00,2019-01-04 10:56:00
2794746,W-2795596,Snow,Light,2019-01-04 20:56:00,2019-01-04 22:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-04 15:56:00,2019-01-04 17:56:00
2794747,W-2795597,Rain,Light,2019-01-05 21:29:00,2019-01-05 21:56:00,US/Eastern,KPQI,46.68899999999999,-68.0448,Presque Isle,Aroostook,ME,4769.0,2019-01-05 16:29:00,2019-01-05 16:56:00
