,EventId,Type,Severity,StartTime(UTC),EndTime(UTC),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode,LocalTimeStart,LocalTimeEnd
439407,W-439498,Snow,Moderate,2019-01-06 07:38:00,2019-01-06 08:27:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2019-01-06 00:38:00,2019-01-06 01:27:00
439408,W-439499,Snow,Light,2019-01-06 08:27:00,2019-01-06 08:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2019-01-06 01:27:00,2019-01-06 01:53:00
439409,W-439500,Snow,Moderate,2019-01-06 08:53:00,2019-01-06 09:33:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2019-01-06 01:53:00,2019-01-06 02:33:00
439410,W-439501,Snow,Light,2019-01-06 09:33:00,2019-01-06 12:10:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2019-01-06 02:33:00,2019-01-06 05:10:00
439411,W-439502,Snow,Light,2019-01-06 15:15:00,2019-01-06 16:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2019-01-06 08:15:00,2019-01-06 09:53:00
439412,W-439503,Snow,Light,2019-01-07 07:53:00,2019-01-07 13:31:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2019-01-07 00:53:00,2019-01-07 06:31:00
439413,W-439504,Snow,Light,2019-01-07 13:53:00,2019-01-07 14:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2019-01-07 06:53:00,2019-01-07 07:53:00
439414,W-439505,Snow,Light,2019-01-07 15:06:00,2019-01-07 18:53:00,US/Mountain,KIDA,43.5208,-112.0661,Idaho Falls,Bonneville,ID,83402.0,2019-01-07 08:06:00,2019-01-07 11:53:00
467061,W-467163,Fog,Severe,2019-01-06 04:35:00,2019-01-06 05:36:00,US/Central,KMJQ,43.6496,-94.9884,Jackson,Jackson,MN,56143.0,2019-01-05 22:35:00,2019-01-05 23:36:00
467062,W-467164,Fog,Severe,2019-01-06 05:55:00,2019-01-06 06:35:00,US/Central,KMJQ,43.6496,-94.9884,Jackson,Jackson,MN,56143.0,2019-01-05 23:55:00,2019-01-06 00:35:00
579706,W-579845,Rain,Light,2019-01-01 05:14:00,2019-01-01 06:34:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-01 00:14:00,2019-01-01 01:34:00
579707,W-579846,Snow,Light,2019-01-01 19:53:00,2019-01-01 22:08:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-01 14:53:00,2019-01-01 17:08:00
579708,W-579847,Rain,Light,2019-01-01 22:08:00,2019-01-02 03:45:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-01 17:08:00,2019-01-01 22:45:00
579709,W-579848,Fog,Moderate,2019-01-02 08:53:00,2019-01-02 10:21:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-02 03:53:00,2019-01-02 05:21:00
579710,W-579849,Rain,Light,2019-01-02 21:31:00,2019-01-03 01:11:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-02 16:31:00,2019-01-02 20:11:00
579711,W-579850,Snow,Light,2019-01-03 01:11:00,2019-01-03 04:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-02 20:11:00,2019-01-02 23:53:00
579712,W-579851,Fog,Moderate,2019-01-05 08:53:00,2019-01-05 12:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-05 03:53:00,2019-01-05 07:53:00
579713,W-579852,Fog,Moderate,2019-01-05 14:53:00,2019-01-05 15:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-05 09:53:00,2019-01-05 10:53:00
579714,W-579853,Snow,Light,2019-01-07 11:53:00,2019-01-07 12:46:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-07 06:53:00,2019-01-07 07:46:00
579715,W-579854,Rain,Light,2019-01-07 19:53:00,2019-01-07 22:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-07 14:53:00,2019-01-07 17:53:00
579716,W-579855,Rain,Light,2019-01-08 00:53:00,2019-01-08 01:53:00,US/Eastern,KDTW,42.2314,-83.3308,Detroit,Wayne,MI,48242.0,2019-01-07 19:53:00,2019-01-07 20:53:00
599612,W-599755,Snow,Light,2018-12-31 14:01:00,2019-01-01 13:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2018-12-31 07:01:00,2019-01-01 06:53:00
599613,W-599756,Snow,Moderate,2019-01-01 13:53:00,2019-01-01 13:56:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2019-01-01 06:53:00,2019-01-01 06:56:00
599614,W-599757,Snow,Light,2019-01-01 13:56:00,2019-01-01 14:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2019-01-01 06:56:00,2019-01-01 07:53:00
599615,W-599758,Snow,Light,2019-01-01 15:35:00,2019-01-01 18:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2019-01-01 08:35:00,2019-01-01 11:53:00
599616,W-599759,Fog,Moderate,2019-01-06 03:53:00,2019-01-06 04:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2019-01-05 20:53:00,2019-01-05 21:53:00
599617,W-599760,Fog,Moderate,2019-01-06 06:53:00,2019-01-06 07:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2019-01-05 23:53:00,2019-01-06 00:53:00
599618,W-599761,Snow,Light,2019-01-06 10:53:00,2019-01-06 14:26:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2019-01-06 03:53:00,2019-01-06 07:26:00
599619,W-599762,Fog,Severe,2019-01-07 05:53:00,2019-01-07 06:53:00,US/Mountain,KMTJ,38.5054,-107.8981,Montrose,Montrose,CO,81401.0,2019-01-06 22:53:00,2019-01-06 23:53:00
607314,W-607458,Cold,Severe,2019-01-04 15:15:00,2019-01-04 15:35:00,US/Central,K9MN,44.0206,-92.4829,Rochester,Olmsted,MN,55902.0,2019-01-04 09:15:00,2019-01-04 09:35:00
623090,W-623235,Rain,Light,2019-01-01 07:40:00,2019-01-01 08:00:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-01 02:40:00,2019-01-01 03:00:00
623091,W-623236,Rain,Light,2019-01-02 23:40:00,2019-01-03 00:20:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-02 18:40:00,2019-01-02 19:20:00
623092,W-623237,Rain,Light,2019-01-03 00:35:00,2019-01-03 01:00:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-02 19:35:00,2019-01-02 20:00:00
623093,W-623238,Rain,Light,2019-01-03 02:00:00,2019-01-03 02:40:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-02 21:00:00,2019-01-02 21:40:00
623094,W-623239,Rain,Light,2019-01-03 03:15:00,2019-01-03 03:40:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-02 22:15:00,2019-01-02 22:40:00
623095,W-623240,Rain,Light,2019-01-03 04:20:00,2019-01-03 13:00:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-02 23:20:00,2019-01-03 08:00:00
623096,W-623241,Rain,Light,2019-01-03 13:40:00,2019-01-03 15:00:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-03 08:40:00,2019-01-03 10:00:00
623097,W-623242,Rain,Light,2019-01-03 15:40:00,2019-01-03 17:40:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-03 10:40:00,2019-01-03 12:40:00
623098,W-623243,Fog,Severe,2019-01-04 03:20:00,2019-01-04 04:20:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-03 22:20:00,2019-01-03 23:20:00
623099,W-623244,Fog,Severe,2019-01-04 04:40:00,2019-01-04 05:00:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-03 23:40:00,2019-01-04 00:00:00
623100,W-623245,Fog,Severe,2019-01-04 05:20:00,2019-01-04 07:20:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-04 00:20:00,2019-01-04 02:20:00
623101,W-623246,Rain,Light,2019-01-04 07:20:00,2019-01-04 20:20:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-04 02:20:00,2019-01-04 15:20:00
623102,W-623247,Rain,Light,2019-01-04 21:00:00,2019-01-04 21:20:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-04 16:00:00,2019-01-04 16:20:00
623103,W-623248,Rain,Light,2019-01-04 22:00:00,2019-01-04 23:40:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-04 17:00:00,2019-01-04 18:40:00
623104,W-623249,Rain,Light,2019-01-05 00:00:00,2019-01-05 00:20:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-04 19:00:00,2019-01-04 19:20:00
623105,W-623250,Rain,Light,2019-01-05 03:40:00,2019-01-05 04:00:00,US/Eastern,KRUQ,35.6442,-80.5236,Salisbury,Rowan,NC,28147.0,2019-01-04 22:40:00,2019-01-04 23:00:00
672550,W-672718,Rain,Light,2019-01-01 13:51:00,2019-01-01 14:25:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-01 08:51:00,2019-01-01 09:25:00
672551,W-672719,Snow,Light,2019-01-02 00:51:00,2019-01-02 02:29:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-01 19:51:00,2019-01-01 21:29:00
672552,W-672720,Rain,Light,2019-01-02 02:29:00,2019-01-02 06:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-01 21:29:00,2019-01-02 01:51:00
672553,W-672721,Fog,Severe,2019-01-02 09:14:00,2019-01-02 11:28:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-02 04:14:00,2019-01-02 06:28:00
672554,W-672722,Fog,Severe,2019-01-02 12:51:00,2019-01-02 13:10:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-02 07:51:00,2019-01-02 08:10:00
672555,W-672723,Rain,Light,2019-01-02 13:51:00,2019-01-02 14:18:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-02 08:51:00,2019-01-02 09:18:00
672556,W-672724,Rain,Light,2019-01-03 03:51:00,2019-01-03 05:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-02 22:51:00,2019-01-03 00:51:00
672557,W-672725,Rain,Light,2019-01-03 06:51:00,2019-01-03 08:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-03 01:51:00,2019-01-03 03:51:00
672558,W-672726,Rain,Light,2019-01-05 02:51:00,2019-01-05 07:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-04 21:51:00,2019-01-05 02:51:00
672559,W-672727,Rain,Moderate,2019-01-05 07:51:00,2019-01-05 08:32:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-05 02:51:00,2019-01-05 03:32:00
672560,W-672728,Rain,Light,2019-01-05 08:32:00,2019-01-05 08:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-05 03:32:00,2019-01-05 03:51:00
672561,W-672729,Rain,Light,2019-01-07 12:38:00,2019-01-07 12:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-07 07:38:00,2019-01-07 07:51:00
672562,W-672730,Rain,Light,2019-01-08 02:51:00,2019-01-08 03:51:00,US/Eastern,KPIT,40.4814,-80.2083,Pittsburgh,Allegheny,PA,15231.0,2019-01-07 21:51:00,2019-01-07 22:51:00
686581,W-686750,Rain,Light,2019-01-01 08:54:00,2019-01-01 09:39:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-01 03:54:00,2019-01-01 04:39:00
686582,W-686751,Rain,Light,2019-01-02 23:54:00,2019-01-03 09:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-02 18:54:00,2019-01-03 04:54:00
686583,W-686752,Rain,Moderate,2019-01-03 09:54:00,2019-01-03 10:11:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-03 04:54:00,2019-01-03 05:11:00
686584,W-686753,Rain,Light,2019-01-03 10:11:00,2019-01-03 12:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-03 05:11:00,2019-01-03 07:54:00
686585,W-686754,Rain,Light,2019-01-03 14:54:00,2019-01-03 16:27:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-03 09:54:00,2019-01-03 11:27:00
686586,W-686755,Fog,Moderate,2019-01-04 02:03:00,2019-01-04 02:29:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-03 21:03:00,2019-01-03 21:29:00
686587,W-686756,Fog,Severe,2019-01-04 02:29:00,2019-01-04 02:35:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-03 21:29:00,2019-01-03 21:35:00
686588,W-686757,Fog,Severe,2019-01-04 02:46:00,2019-01-04 11:30:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-03 21:46:00,2019-01-04 06:30:00
686589,W-686758,Rain,Light,2019-01-04 11:54:00,2019-01-04 20:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-04 06:54:00,2019-01-04 15:54:00
686590,W-686759,Rain,Light,2019-01-04 21:34:00,2019-01-04 21:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-04 16:34:00,2019-01-04 16:54:00
686591,W-686760,Rain,Light,2019-01-04 22:44:00,2019-01-04 22:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-04 17:44:00,2019-01-04 17:54:00
686592,W-686761,Fog,Severe,2019-01-04 22:54:00,2019-01-04 23:45:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-04 17:54:00,2019-01-04 18:45:00
686593,W-686762,Rain,Light,2019-01-04 23:45:00,2019-01-05 01:54:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-04 18:45:00,2019-01-04 20:54:00
686594,W-686763,Fog,Severe,2019-01-05 01:54:00,2019-01-05 03:24:00,US/Eastern,KGSO,36.0969,-79.9432,Greensboro,Guilford,NC,27409.0,2019-01-04 20:54:00,2019-01-04 22:24:00
712929,W-713119,Rain,Light,2019-01-02 09:56:00,2019-01-02 12:08:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 03:56:00,2019-01-02 06:08:00
712930,W-713120,Rain,Light,2019-01-02 12:27:00,2019-01-02 12:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 06:27:00,2019-01-02 06:56:00
712931,W-713121,Rain,Light,2019-01-02 13:56:00,2019-01-02 18:42:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 07:56:00,2019-01-02 12:42:00
712932,W-713122,Rain,Moderate,2019-01-02 18:42:00,2019-01-02 19:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 12:42:00,2019-01-02 13:56:00
712933,W-713123,Rain,Light,2019-01-02 19:56:00,2019-01-02 20:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 13:56:00,2019-01-02 14:56:00
712934,W-713124,Rain,Moderate,2019-01-02 20:56:00,2019-01-02 22:38:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 14:56:00,2019-01-02 16:38:00
712935,W-713125,Rain,Light,2019-01-02 22:51:00,2019-01-02 23:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 16:51:00,2019-01-02 17:56:00
712936,W-713126,Rain,Moderate,2019-01-02 23:56:00,2019-01-03 00:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 17:56:00,2019-01-02 18:56:00
712937,W-713127,Rain,Light,2019-01-03 00:56:00,2019-01-03 05:39:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-02 18:56:00,2019-01-02 23:39:00
712938,W-713128,Rain,Light,2019-01-03 06:44:00,2019-01-03 07:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 00:44:00,2019-01-03 01:56:00
712939,W-713129,Rain,Light,2019-01-03 11:49:00,2019-01-03 16:34:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 05:49:00,2019-01-03 10:34:00
712940,W-713130,Rain,Moderate,2019-01-03 16:34:00,2019-01-03 17:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 10:34:00,2019-01-03 11:56:00
712941,W-713131,Rain,Light,2019-01-03 17:56:00,2019-01-03 18:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 11:56:00,2019-01-03 12:56:00
712942,W-713132,Rain,Moderate,2019-01-03 18:56:00,2019-01-03 19:06:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 12:56:00,2019-01-03 13:06:00
712943,W-713133,Rain,Light,2019-01-03 19:06:00,2019-01-03 19:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 13:06:00,2019-01-03 13:56:00
712944,W-713134,Rain,Moderate,2019-01-03 19:56:00,2019-01-03 20:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 13:56:00,2019-01-03 14:56:00
712945,W-713135,Rain,Light,2019-01-03 20:56:00,2019-01-03 21:17:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 14:56:00,2019-01-03 15:17:00
712946,W-713136,Rain,Light,2019-01-03 21:26:00,2019-01-03 22:08:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 15:26:00,2019-01-03 16:08:00
712947,W-713137,Rain,Light,2019-01-04 00:56:00,2019-01-04 02:47:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-03 18:56:00,2019-01-03 20:47:00
712948,W-713138,Rain,Light,2019-01-04 06:56:00,2019-01-04 07:11:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-04 00:56:00,2019-01-04 01:11:00
712949,W-713139,Fog,Moderate,2019-01-05 12:56:00,2019-01-05 13:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-05 06:56:00,2019-01-05 07:56:00
712950,W-713140,Fog,Moderate,2019-01-06 12:56:00,2019-01-06 15:56:00,US/Central,KSHV,32.4469,-93.8242,Shreveport,Caddo,LA,71109.0,2019-01-06 06:56:00,2019-01-06 09:56:00
729191,W-729391,Rain,Moderate,2019-01-01 04:51:00,2019-01-01 05:11:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2018-12-31 23:51:00,2019-01-01 00:11:00
729192,W-729392,Rain,Light,2019-01-01 05:11:00,2019-01-01 06:51:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-01 00:11:00,2019-01-01 01:51:00
729193,W-729393,Rain,Light,2019-01-01 08:15:00,2019-01-01 08:42:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-01 03:15:00,2019-01-01 03:42:00
729194,W-729394,Rain,Light,2019-01-05 05:51:00,2019-01-05 07:51:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-05 00:51:00,2019-01-05 02:51:00
729195,W-729395,Rain,Moderate,2019-01-05 07:51:00,2019-01-05 08:43:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-05 02:51:00,2019-01-05 03:43:00
729196,W-729396,Rain,Light,2019-01-05 08:43:00,2019-01-05 09:51:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-05 03:43:00,2019-01-05 04:51:00
729197,W-729397,Rain,Light,2019-01-05 12:59:00,2019-01-05 14:51:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-05 07:59:00,2019-01-05 09:51:00
729198,W-729398,Rain,Light,2019-01-05 15:51:00,2019-01-05 17:51:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-05 10:51:00,2019-01-05 12:51:00
729199,W-729399,Rain,Light,2019-01-05 19:51:00,2019-01-05 20:51:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-05 14:51:00,2019-01-05 15:51:00
729200,W-729400,Rain,Light,2019-01-05 21:04:00,2019-01-05 22:49:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-05 16:04:00,2019-01-05 17:49:00
729201,W-729401,Rain,Light,2019-01-05 23:44:00,2019-01-05 23:51:00,US/Eastern,KNYC,40.779,-73.9692,New York,New York,NY,10024.0,2019-01-05 18:44:00,2019-01-05 18:51:00
732748,W-732948,Fog,Moderate,2019-01-01 07:53:00,2019-01-01 08:37:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2018-12-31 23:53:00,2019-01-01 00:37:00
732749,W-732949,Fog,Severe,2019-01-01 08:37:00,2019-01-01 08:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-01 00:37:00,2019-01-01 00:53:00
732750,W-732950,Fog,Moderate,2019-01-01 08:53:00,2019-01-01 12:39:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-01 00:53:00,2019-01-01 04:39:00
732751,W-732951,Fog,Severe,2019-01-01 12:39:00,2019-01-01 13:17:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-01 04:39:00,2019-01-01 05:17:00
732752,W-732952,Fog,Moderate,2019-01-01 13:17:00,2019-01-01 13:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-01 05:17:00,2019-01-01 05:53:00
732753,W-732953,Fog,Moderate,2019-01-04 05:53:00,2019-01-04 09:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-03 21:53:00,2019-01-04 01:53:00
732754,W-732954,Fog,Moderate,2019-01-04 11:53:00,2019-01-04 13:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-04 03:53:00,2019-01-04 05:53:00
732755,W-732955,Fog,Moderate,2019-01-05 05:53:00,2019-01-05 08:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-04 21:53:00,2019-01-05 00:53:00
732756,W-732956,Fog,Moderate,2019-01-05 09:53:00,2019-01-05 14:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-05 01:53:00,2019-01-05 06:53:00
732757,W-732957,Fog,Moderate,2019-01-05 17:53:00,2019-01-05 18:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-05 09:53:00,2019-01-05 10:53:00
732758,W-732958,Rain,Light,2019-01-06 00:53:00,2019-01-06 01:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-05 16:53:00,2019-01-05 17:53:00
732759,W-732959,Rain,Light,2019-01-06 04:53:00,2019-01-06 06:37:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-05 20:53:00,2019-01-05 22:37:00
732760,W-732960,Rain,Moderate,2019-01-06 06:37:00,2019-01-06 07:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-05 22:37:00,2019-01-05 23:53:00
732761,W-732961,Rain,Light,2019-01-06 11:53:00,2019-01-06 12:19:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-06 03:53:00,2019-01-06 04:19:00
732762,W-732962,Rain,Light,2019-01-06 13:20:00,2019-01-06 13:42:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-06 05:20:00,2019-01-06 05:42:00
732763,W-732963,Fog,Moderate,2019-01-06 18:53:00,2019-01-06 19:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-06 10:53:00,2019-01-06 11:53:00
732764,W-732964,Rain,Light,2019-01-07 11:53:00,2019-01-07 12:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-07 03:53:00,2019-01-07 04:53:00
732765,W-732965,Fog,Moderate,2019-01-07 16:53:00,2019-01-07 17:53:00,US/Pacific,KCNO,33.9753,-117.6361,Ontario,San Bernardino,CA,91710.0,2019-01-07 08:53:00,2019-01-07 09:53:00
744933,W-745135,Fog,Severe,2019-01-03 09:41:00,2019-01-03 11:06:00,US/Eastern,KVLD,30.7763,-83.2739,Valdosta,Lowndes,GA,31601.0,2019-01-03 04:41:00,2019-01-03 06:06:00
744934,W-745136,Rain,Light,2019-01-03 17:18:00,2019-01-03 17:53:00,US/Eastern,KVLD,30.7763,-83.2739,Valdosta,Lowndes,GA,31601.0,2019-01-03 12:18:00,2019-01-03 12:53:00
744935,W-745137,Rain,Light,2019-01-04 14:26:00,2019-01-04 15:36:00,US/Eastern,KVLD,30.7763,-83.2739,Valdosta,Lowndes,GA,31601.0,2019-01-04 09:26:00,2019-01-04 10:36:00
